	orf1	orf2	orf_pair	delta_prime_median	sd_delta_prime_median	prob_interaction_median	correlation	name1	name2
47	RVBD1304	RVBD2447c	RVBD1304_RVBD2447c	0.7442131326471335	0.0846611693300119	0.0036997950016025	0.3373377921654695	atpB	folC
48	RVBD1304	RVBD2754c	RVBD1304_RVBD2754c	-0.1391943077220307	0.0834348724084825	0.0030237829888949	0.2409922318863009	atpB	thyX
49	RVBD1304	RVBD2764c	RVBD1304_RVBD2764c	-0.8749733006294966	0.0923227082784274	0.0036688160646842	0.213440940143132	atpB	thyA
50	RVBD1304	RVBD2794c	RVBD1304_RVBD2794c	0.7244677411443101	0.0869794858067503	0.003664154096876	0.1122484260912536	atpB	pptT
51	RVBD1304	RVBD3261	RVBD1304_RVBD3261	-0.348745734738964	0.0911606634960967	0.0030898791558917	0.2390757535030256	atpB	fbiA
52	RVBD1304	RVBD3682	RVBD1304_RVBD3682	0.9494988502412636	0.0691982811359771	0.0041491228996014	-0.0490164803872566	atpB	ponA2
53	RVBD1304	RVBD3795	RVBD1304_RVBD3795	3.3467477145802675	0.0987155268497207	0.0963946084623345	-0.0502561579886323	atpB	embB
54	RVBD1822	RVBD1822	RVBD1822_RVBD1822	-3.245568165932916	0.4930244736065158	0.0607857265105778	1.0	pgsA2	pgsA2
55	RVBD1822	RVBD1854c	RVBD1822_RVBD1854c	1.7775881908718008	0.1903816345917286	0.0085261216463956	0.3316182086534875	pgsA2	ndh
56	RVBD1822	RVBD2193	RVBD1822_RVBD2193	0.7627970530646042	0.1354128252885029	0.0037344609191562	0.3840422075618907	pgsA2	ctaE
57	RVBD1822	RVBD2200c	RVBD1822_RVBD2200c	0.8544695316529419	0.2170967582235663	0.0039222595138602	0.331047622102246	pgsA2	ctaC
58	RVBD1822	RVBD2447c	RVBD1822_RVBD2447c	0.8450683734451596	0.1241826779966102	0.0039016603730193	0.3583214222011555	pgsA2	folC
59	RVBD1822	RVBD2754c	RVBD1822_RVBD2754c	-1.4745741180828142	0.1485397217812764	0.0054732429581919	0.2463113395817781	pgsA2	thyX
60	RVBD1822	RVBD2764c	RVBD1822_RVBD2764c	-0.9521572184604254	0.1533097261718077	0.0038158825340445	0.2639947339542752	pgsA2	thyA
61	RVBD1822	RVBD2794c	RVBD1822_RVBD2794c	-0.2929290526890828	0.1756118408305257	0.0030641453450545	0.1583498724166543	pgsA2	pptT
62	RVBD1822	RVBD3261	RVBD1822_RVBD3261	0.6141532026936969	0.1270088926264496	0.0034863775498969	0.0874634621363698	pgsA2	fbiA
63	RVBD1822	RVBD3682	RVBD1822_RVBD3682	0.0992663499945223	0.1102634343265177	0.0030474970301302	0.1047677865473188	pgsA2	ponA2
64	RVBD1822	RVBD3795	RVBD1822_RVBD3795	0.9160536568963056	0.1957924721910152	0.0040652873770686	0.2735364558532754	pgsA2	embB
65	RVBD1854c	RVBD1854c	RVBD1854c_RVBD1854c	1.933169142337213	0.2589632786213112	0.0102180409441623	1.0	ndh	ndh
66	RVBD1854c	RVBD2193	RVBD1854c_RVBD2193	1.061733566219647	0.1441386054881172	0.004465308690503	0.5704721348476764	ndh	ctaE
67	RVBD1854c	RVBD2200c	RVBD1854c_RVBD2200c	0.9465737594932286	0.1936496980066249	0.0041416101880718	0.4902802399292518	ndh	ctaC
68	RVBD1854c	RVBD2447c	RVBD1854c_RVBD2447c	-0.2050710919290658	0.1668113290311006	0.0030356770187891	0.3263594756965256	ndh	folC
69	RVBD1854c	RVBD2754c	RVBD1854c_RVBD2754c	-1.054527790541178	0.2253286818865607	0.0040425000920243	0.1036109489381485	ndh	thyX
70	RVBD1854c	RVBD2764c	RVBD1854c_RVBD2764c	-0.9239934271476208	0.1570711119937095	0.003759976295938	0.2350919167944581	ndh	thyA
71	RVBD1854c	RVBD2794c	RVBD1854c_RVBD2794c	-0.062602893034188	0.1444493726325131	0.00301999646196	0.0682135645693691	ndh	pptT
72	RVBD1854c	RVBD3261	RVBD1854c_RVBD3261	-1.2640765185540248	0.2209541127133236	0.0046400077388873	0.195406573771005	ndh	fbiA
73	RVBD1854c	RVBD3682	RVBD1854c_RVBD3682	0.193940642883398	0.1475141816470195	0.0030863599741387	-0.0274986986811902	ndh	ponA2
74	RVBD1854c	RVBD3795	RVBD1854c_RVBD3795	0.7858608192298604	0.154035564870427	0.0037790344348335	0.1380390773713145	ndh	embB
75	RVBD2193	RVBD2193	RVBD2193_RVBD2193	-0.0189845262392891	0.1912377674884128	0.003022647859014	1.0	ctaE	ctaE
76	RVBD2193	RVBD2200c	RVBD2193_RVBD2200c	3.957455048629952	0.0921862515957203	0.2988491280306559	0.6787073814747426	ctaE	ctaC
77	RVBD2193	RVBD2447c	RVBD2193_RVBD2447c	0.5553964135514815	0.1128959241857379	0.0034054711627933	0.2928224300973179	ctaE	folC
78	RVBD2193	RVBD2754c	RVBD2193_RVBD2754c	0.0194205393539524	0.0890538909432302	0.0030278771177107	0.1118404284950997	ctaE	thyX
79	RVBD2193	RVBD2764c	RVBD2193_RVBD2764c	0.3759603134528367	0.0955495440614892	0.0032111664996797	0.2571068560690934	ctaE	thyA
80	RVBD2193	RVBD2794c	RVBD2193_RVBD2794c	0.1344088855707	0.0811124761239107	0.0030599224310896	0.0426394915138169	ctaE	pptT
81	RVBD2193	RVBD3261	RVBD2193_RVBD3261	-0.759225044352418	0.0880911154452864	0.0034822954811766	0.1532833573648398	ctaE	fbiA
82	RVBD2193	RVBD3682	RVBD2193_RVBD3682	1.0150611775455096	0.0748712169052428	0.004326995939881	-0.0483914129557536	ctaE	ponA2
83	RVBD2193	RVBD3795	RVBD2193_RVBD3795	1.3495419037407697	0.1188252615161249	0.0055812080509193	0.1052894168136914	ctaE	embB
84	RVBD2200c	RVBD2200c	RVBD2200c_RVBD2200c	-0.028480624779842	0.1725109687316703	0.003021773169008	1.0	ctaC	ctaC
85	RVBD2200c	RVBD2447c	RVBD2200c_RVBD2447c	0.6477751474967723	0.1010689173852163	0.0035368633267055	0.1815249235908939	ctaC	folC
86	RVBD2200c	RVBD2754c	RVBD2200c_RVBD2754c	-0.3366120229708373	0.1101559303305157	0.0030837708506406	0.1568030324125624	ctaC	thyX
87	RVBD2200c	RVBD2764c	RVBD2200c_RVBD2764c	1.2285010181091307	0.096931512725061	0.005050613701062	0.2532844474349728	ctaC	thyA
88	RVBD2200c	RVBD2794c	RVBD2200c_RVBD2794c	0.6776147134392012	0.0965251340141117	0.0035843371329597	0.0816465292161253	ctaC	pptT
89	RVBD2200c	RVBD3261	RVBD2200c_RVBD3261	-0.7655626740645292	0.1033136599670069	0.0034915249346881	0.2036266134307641	ctaC	fbiA
90	RVBD2200c	RVBD3682	RVBD2200c_RVBD3682	0.3584647644716909	0.0857073442692172	0.0031961621610295	0.1728790437965878	ctaC	ponA2
91	RVBD2200c	RVBD3795	RVBD2200c_RVBD3795	1.6209721841681637	0.1178025684687586	0.0072095066993635	0.165571198487903	ctaC	embB
92	RVBD2447c	RVBD2447c	RVBD2447c_RVBD2447c	-2.815199607963087	0.1937420189033772	0.0289656013112539	1.0	folC	folC
93	RVBD2447c	RVBD2754c	RVBD2447c_RVBD2754c	-0.5166610427852006	0.1102769676084734	0.003204925110395	0.4056600655478062	folC	thyX
94	RVBD2447c	RVBD2764c	RVBD2447c_RVBD2764c	0.945611948901402	0.0936458983003687	0.0041391475840419	0.2328457211568356	folC	thyA
95	RVBD2447c	RVBD2794c	RVBD2447c_RVBD2794c	-0.4683970088378206	0.0950515291087067	0.0031658750221111	0.3035350629149758	folC	pptT
96	RVBD2447c	RVBD3261	RVBD2447c_RVBD3261	-0.3935503540073969	0.1335617782881082	0.0031149500123636	0.2603571983013708	folC	fbiA
97	RVBD2447c	RVBD3682	RVBD2447c_RVBD3682	0.0736591546246392	0.0738312738812057	0.0030399094423084	-0.0038695070281732	folC	ponA2
98	RVBD2447c	RVBD3795	RVBD2447c_RVBD3795	1.1181207980853305	0.1193488528301888	0.0046464677333704	0.2082118273462738	folC	embB
99	RVBD2754c	RVBD2754c	RVBD2754c_RVBD2754c	-0.0661360652179539	0.1253617787812307	0.0030199346377324	1.0	thyX	thyX
100	RVBD2754c	RVBD2764c	RVBD2754c_RVBD2764c	-6.446456334256809	0.1749978776516863	0.9985850562454244	0.4036308402012625	thyX	thyA
101	RVBD2754c	RVBD2794c	RVBD2754c_RVBD2794c	-1.1503084486860713	0.0822713210214397	0.0042912619430089	0.4484350606732507	thyX	pptT
102	RVBD2754c	RVBD3261	RVBD2754c_RVBD3261	0.6245917727768919	0.0904691908711353	0.0035017176091711	0.2415999936027842	thyX	fbiA
103	RVBD2754c	RVBD3682	RVBD2754c_RVBD3682	0.4838750337120374	0.0914256315690073	0.0033188768070046	0.0760059827917742	thyX	ponA2
104	RVBD2754c	RVBD3795	RVBD2754c_RVBD3795	0.1009252345428715	0.1060305644713439	0.0030480309385685	0.1714129860488872	thyX	embB
105	RVBD2764c	RVBD2764c	RVBD2764c_RVBD2764c	-1.27355123672517	0.1181226628097495	0.004671946231484	1.0	thyA	thyA
106	RVBD2764c	RVBD2794c	RVBD2764c_RVBD2794c	0.0913873911377586	0.0777493459239481	0.0030450313252445	0.1572861152827188	thyA	pptT
107	RVBD2764c	RVBD3261	RVBD2764c_RVBD3261	0.7075799375027598	0.0853479452858727	0.0036346248206779	0.1675524271652778	thyA	fbiA
108	RVBD2764c	RVBD3682	RVBD2764c_RVBD3682	-0.9981013248148902	0.0823121457469368	0.0039129031553606	0.241471465825954	thyA	ponA2
109	RVBD2764c	RVBD3795	RVBD2764c_RVBD3795	2.173114130562192	0.0963388432417645	0.0138895801003991	0.2573518372908295	thyA	embB
110	RVBD2794c	RVBD2794c	RVBD2794c_RVBD2794c	-7.111915225177983	0.6319114607600548	0.9999062666708088	1.0	pptT	pptT
111	RVBD2794c	RVBD3261	RVBD2794c_RVBD3261	0.089180384549286	0.0743225555014506	0.0030443617128817	0.142053372180085	pptT	fbiA
112	RVBD2794c	RVBD3682	RVBD2794c_RVBD3682	0.2959419160484737	0.0736074948157112	0.0031478865566094	0.0149908004463753	pptT	ponA2
113	RVBD2794c	RVBD3795	RVBD2794c_RVBD3795	-0.2486051621298939	0.1215592802829811	0.0030479647287676	0.1002928202641842	pptT	embB
114	RVBD3261	RVBD3261	RVBD3261_RVBD3261	-1.5060894593248737	0.1525252064230489	0.0056231624045179	1.0	fbiA	fbiA
115	RVBD3261	RVBD3682	RVBD3261_RVBD3682	0.2101812011130812	0.0896005496432873	0.0030947671488738	0.1772212044167275	fbiA	ponA2
116	RVBD3261	RVBD3795	RVBD3261_RVBD3795	-0.1841591873879311	0.1208970513618334	0.0030310313983457	0.0051708870449372	fbiA	embB
117	RVBD3682	RVBD3682	RVBD3682_RVBD3682	0.4005328676287996	0.0810140392766043	0.0032333725270511	1.0	ponA2	ponA2
118	RVBD3682	RVBD3795	RVBD3682_RVBD3795	-1.3436154196952788	0.1039816267372465	0.0049233196952039	0.2342807045206801	ponA2	embB
119	RVBD3795	RVBD3795	RVBD3795_RVBD3795	-2.6154713197331736	0.577596134384051	0.021177455446949	1.0	embB	embB
